datetime,temperature,precipitation_total,wind_speed,cloud_cover_total,sunshine_duration
2023-04-15 16:00:00,12.780245,0.0,4.39436,67.0,19.393942
2023-04-15 17:00:00,12.450245,0.0,5.771239,83.0,9.696969
2023-04-15 18:00:00,10.500245,0.0,6.519877,67.0,19.393942
2023-04-15 19:00:00,9.340245,0.0,6.4799995,76.0,4.894276
2023-04-15 20:00:00,9.350245,0.0,5.815978,91.0,0.0
2023-04-15 21:00:00,9.240245,0.0,4.8965297,98.0,0.0
2023-04-15 22:00:00,8.880245,0.1,4.5820518,97.0,0.0
2023-04-15 23:00:00,8.780245,0.1,4.510787,98.0,0.0
2023-04-16 00:00:00,8.600245,0.0,3.6179552,99.0,0.0
2023-04-16 01:00:00,8.540245,0.2,3.2599385,100.0,0.0
2023-04-16 02:00:00,8.606608727272727,0.3,3.671294,100.0,0.0
2023-04-16 03:00:00,8.672972454545455,0.4,4.452954,98.0,0.0
2023-04-16 04:00:00,8.739336181818182,0.4,4.802999,100.0,0.0
2023-04-16 05:00:00,8.80569990909091,0.3,4.379589,100.0,0.0
2023-04-16 06:00:00,8.872063636363636,0.2,5.0528407,100.0,0.0
2023-04-16 07:00:00,8.938427363636364,0.3,6.379216,100.0,0.0
2023-04-16 08:00:00,9.004791090909091,0.2,9.957108,100.0,0.0
2023-04-16 09:00:00,9.07115481818182,0.2,10.383987,100.0,0.0
2023-04-16 10:00:00,9.137518545454546,0.2,7.7043357,100.0,0.0
2023-04-16 11:00:00,9.203882272727274,0.3,8.534353,91.0,4.8484864
2023-04-16 12:00:00,9.270246,0.2,7.771331,91.0,4.8484864
2023-04-16 13:00:00,9.530245,0.1,8.049845,92.0,4.242425
2023-04-16 14:00:00,9.740245,0.0,7.2805495,89.0,6.060605
2023-04-16 15:00:00,10.120245,0.0,7.5942073,91.0,4.8484864
2023-04-16 16:00:00,10.170245,0.1,9.028754,98.0,0.6060612
2023-04-16 17:00:00,9.720245,0.3,6.849467,93.0,3.6363637
